geo,year,Y_01,Y_EU_01,Y_02,Y_EU_02,SCH_IS_01,SCH_IS_02,SCH_IS_03,SCH_IS_04,SCH_IS_05,SCH_IS_06,SCH_IS_07,SCH_IS_08,SCH_IS_09,SCH_IS_10,SCH_IS_11,SCH_IS_12,SCH_IS_13,SCH_IS_14,SCH_IS_15,SCH_IS_EU_01,SCH_IS_EU_02,SCH_IS_EU_03,SCH_IS_EU_04,SCH_IS_EU_05,SCH_IS_EU_06,SCH_IS_EU_07,SCH_IS_EU_08,SCH_IS_EU_09,SCH_IS_EU_10,SCH_IS_EU_11,SCH_IS_EU_12,SCH_IS_EU_13,SCH_IS_EU_14,SCH_IS_EU_15,SCH_FS_01,SCH_FS_02,SCH_FS_03,SCH_FS_04,SCH_FS_05,SCH_FS_06,SCH_FS_07,SCH_FS_08,SCH_FS_09,SCH_FS_10,SCH_FS_11,SCH_FS_12,SCH_FS_13,SCH_FS_14,SCH_FS_15,SCH_FS_16,SCH_FS_17,SCH_FS_18,SCH_FS_19,SCH_FS_20,SCH_FS_21,SCH_FS_22,SCH_FS_23,SCH_FS_24,SCH_FS_25,SCH_FS_26,SCH_FS_27,SCH_FS_28,SAN_PD_01,SAN_ED_01,SAN_UR_01,SAN_UR_02,SAN_SZ_01,SAN_SZ_EU_01,SAN_SZ_02,SAN_SZ_EU_02,SAN_SZ_03,SAN_SZ_EU_03,HC(Lf)Q_EDUC_01,HC(Lf)Q_EDUC_02,HC(Lf)Q_EDUC_03,HC(Lf)Q_EDUC_04,HC(Lf)Q_EDUC_05,HC(Lf)Q_EDUC_06,HC(Lf)Q_EDUC_07,HC(Lf)Q_EDUC_08,HC(Lf)Q_EDUC_09,INFRA_TO_01,INFRA_TO_02,INFRA_TO_03,INFRA_TR_01,INFRA_TR_02,INFRA_TR_03,INFRA_TR_04,INFRA_TR_05,INFRA_ICT_01,INFRA_ICT_02,INFRA_HLTH_01,INFRA_HLTH_02,INFRA_HLTH_03,INNO_RD_01,INNO_RD_02,IQG_03,IQG_01,IQG_02,IQG_04,IQG_05,IQG_06,SCNC_1-1,SCNC_1-2,SCNC_1-3,SCNC_2,SCNC_3-1,SCNC_3-2,SCNC_4,SAN_POP_01,SCH_UNEM_1,SCH_CF_1,HC(Lf)Q_EM_1,HC(Lf)Q_IN_1,HC(Lf)Q_L_1,HC(Lf)Q_P_1,HC(Lf)Q_P_2,INNO_GERD_1,INNO_GERD_2,INNO_GERD_3,EU_F
AT11,2000,23.2,,59,,211,1045,888,398,866,941,75,205,671,325,141,983,1103,120,4369,171655.8,1582051.8,1370710,400625.6,1356089.3,1678752.1,322662.8,332830.4,1725476.9,698742,693904.5,1265039.2,1499709.3,234670.1,7058271.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5,124.7,276226,,3703.5,,4899.22,7884970.7,17700,18400,,5.2,31.4,57.6,11,16.7,,,,529,2099045,7599,,,15,,,,,548.68,253.55,269.48,,,,,,,,,,,,,1.6,-2.5,78,50,,1257,,,62.1,,,,,,42161679
AT11,2001,25,,57.1,,242,1096,917,388,874,958,84,199,700,332,169,990,1112,122,4495,182185.6,1630263.6,1409723.8,421848.6,1438295.8,1793056.3,354760.5,344027,1810186.2,732678.6,733480.6,1327339,1572384.1,245045.1,7409924.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,120.3,275956,,3703.5,,5031.63,8260284.9,18200,19200,,5.6,29.7,59.2,11.2,16.4,,,,520,2061186,,,,15,,,,,554.47,255.94,271.79,,,,,,,,,,,,,4.8,-2.2,78.6,49.9,,1307,,,60.1,,,,,,24570361
AT11,2002,26.4,27.4,58.1,54.5,231,1121,927,389,920,1012,92,194,752,359,198,1015,1137,121,4642,175442.2,1651344.6,1420419.2,438206.4,1487059.3,1865139.6,378080.3,357046.4,1889271.4,773479.2,758745.8,1402695.7,1658257.1,255561.4,7677661.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1,121.8,276673,,3681.1,,5205.86,8559614,18800,19900,,4.3,27.6,60.8,11.6,18.9,,,,527,2090582,7556,,,15,,,,,561.97,264.8,280.9,,,,,,,,,,,,,2.4,-2.9,78.6,49.9,,1259,,,61.1,,,118.121,108.547,7.156,39415908
AT11,2003,26,28,59.3,54.7,254,1043,857,426,945,1038,93,199,774,386,188,1043,1163,120,4697,174078.3,1658593.1,1422989.1,456597.2,1526502,1903430.9,376928.9,381494.3,1970064.3,805432.9,783137.1,1459272.7,1721247.4,261974.7,7884011.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,124.6,276542,,3681.1,,5260.05,8792709.3,19000,20300,,5.8,27,60.5,12.6,18.9,,,,529,2095821,7579,,,15,,,,,531.3,273.32,289.88,,,,,,,,,,,,,3.8,-2.9,78.5,49.8,,1303,,,62.9,,,,,,42242924
AT11,2004,28.4,30.5,56.8,54.7,275,1068,847,431,961,1067,105,225,870,438,206,1085,1218,133,4928,183063,1725032.5,1471371.9,484533.7,1586407,1984780.3,398373.3,413080.9,2069925.4,847629.2,809215.3,1517035,1790969.7,273934.7,8238304.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4,119.1,276793,,3681.1,,5532.69,9195744.5,19900,21200,,8.6,24.1,63.3,12.6,22.6,,,,,2038268,7364,,,15,,,,,538.79,275.36,291.26,,,,,,,,,,,,,7,-2.5,79.2,49.5,,1478,,,60.1,,,105.946,91.588,10.448,44039609
AT11,2005,25.9,30.7,59.7,55.2,203,1013,801,452,991,1110,119,233,933,478,222,1114,1244,131,4955,167801.8,1779425.9,1509374,514550.8,1652549.3,2060101.6,407552.3,431530.1,2188303.4,901101.7,855671.6,1582121.4,1868895.8,286774.4,8579079.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,126.2,278033,,3681.2,,5577.37,9600083.4,20000,22000,,9.4,23.5,63.7,12.7,20.6,,,,552.12,2187388,7867.37,,,15,,,,,536.75,290.36,305.84,,,,,,,,,,,,,6.7,-2.8,79.1,50.1,,1430,14.3,,63.3,,,,,,36120704
AT11,2006,27,31,60.3,56.2,227,1054,851,436,1043,1165,122,262,989,483,243,1188,1330,142,5201,167181.8,1884349.2,1592398.3,565409.1,1727892.4,2155640,427747.6,451645.4,2336673.1,973082,911945.7,1647178.8,1948246.7,301067.9,9057499.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,127.8,279128,,3681.2,,5832.66,10160793.1,20900,23200,,9.9,22.8,62.3,14.9,21.9,,,,570.63,2260717,8099.21,,,16,,,,,556.52,296.83,311.52,,,,,,,,,,,,,6.6,-3.2,79.5,50.8,,1566,14.1,,63.7,,,123.18,107.814,,27753895
AT11,2007,25.6,31.2,62,57.2,257,1113,905,497,1116,1235,119,298,1086,526,262,1214,1363,148,5551,182870.4,1997359.3,1696626.2,607416.4,1836283.5,2288824.7,452541.2,478027.9,2512316.4,1047601.7,986686.8,1715235.1,2030211,314975.9,9618998.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2,132.1,280062,,3681.2,,6226.38,10788346.2,22200,24600,,10.8,22.6,64.2,13.2,21.9,,,,600.62,2379555,8496.53,,,16,,,,,564.01,306.71,321.19,,,,,,,,,,,,,6.3,-3.1,79.7,50.9,,1714,13.5,,64.7,,,133.749,118.477,,67794357
AT11,2008,26.2,,62.3,57.7,226,1075,854,521,1071,1178,107,312,1153,545,295,1265,1415,150,5568,182084.2,2022298.7,1688420.6,634467.9,1912624.2,2377738.9,465114.7,477784,2613973.8,1095427.2,1040762.6,1808723.3,2139527.5,330804.2,9970090.9,14778,1798,775,846,73681,61535,2739,1148,1440,771,1537,957,,17.41,12.17,,5.24,,,5.72,3.72,1.52,41.91,1.95,1.86,60.61,2.09,1.82,76.8,133.5,280977,,3669.9,,6239.97,11136839.3,22100,25300,,10.6,21.1,64.8,14.1,23.1,,,,624.66,2474767,8807.72,,,21,,,,,554.81,315.23,328.51,,,,,,,,,7.12,461.6,982.64,,9.4,-3,80,50.5,,1710,13.7,,65,,,,,,71292138
AT11,2009,35,36.4,61.9,56.6,194,1133,907,520,1114,1211,97,261,1107,559,287,1333,1483,150,5646,158700.3,1787344.2,1465702.5,595854.9,1832708.9,2285096,452387.1,492255.1,2543247.6,1067233.5,983759,1863513.9,2196069.2,332555.3,9566312.1,15540,1532,889,803,75157,62352,2533,1200,1547,773,1480,737,5.16,15.58,9.86,,5.72,,,5.17,3.37,1.65,47.37,2.06,1.74,100.81,1.97,1.84,77.2,133.3,282777,5,3669.9,,6343.05,10650843.1,22400,24100,,10.4,19.6,65.3,15.1,22.5,,,,638.45,2529421,8944.93,,,21,,,,,548.34,327.5,339.64,,,,,,,,,9.19,469.63,973.21,,6.2,-2.9,80.9,50,,1624,11.6,,65.1,,,174.286,156.272,,68376606
AT11,2010,37.3,37.2,62.2,56.3,221,1236,986,537,1175,1275,100,244,1124,576,305,1371,1531,160,5924,177448.5,1934259.7,1589018,565317.2,1865422.5,2319678.3,454255.8,514123.1,2634242.7,1100950.9,1019168.7,1918110.7,2257421.3,339310.6,9888367.6,16402,1720,1059,872,77155,63596,2526,1009,1638,718,2076,1506,5.55,16.94,10.49,,6.46,,,5.32,3.27,1.47,39.94,2.12,1.55,37.85,2.69,2.38,77.4,134.6,283697,,3669.8,,6658.47,11047423,23400,25000,,10,19.7,65.5,14.8,23.9,,,,651.62,2581588,9099.81,,,21,,,,,548.68,340.45,352.29,,,1.23,0.847,1.443,1.277,,,6.7,387.39,914.71,,6.3,-3.2,80.9,49.7,,1660,12.2,,64.8,,,,,,67876745
AT11,2011,38,37.5,61.7,56.4,256,1247,1012,574,1264,1387,123,267,1190,598,325,1387,1557,170,6212,192262.2,2024309,1677938.1,565013,1918361.1,2385967,467605.9,517913.9,2723566.1,1148111.7,1057540.5,1953378.3,2302295.6,348917.3,10193413,17098,1756,1213,1411,80144,65939,2754,1170,1841,745,3102,2209,4.24,17.36,10.27,,7.09,,78.48,8.25,3.44,1.57,42.48,2.3,1.52,40.43,3.87,2.2,77.7,133.7,284581,,3669.8,,6981.42,11407286.7,24500,25700,,10.5,19.7,65.5,14.8,25.4,,,,658.1,2607258,9161.74,,,21,,,,,523.8,353.4,364.33,,,,,,,,,6.68,435.03,874.97,,7.3,-3.1,81.2,48.9,,1754,11.2,,64.1,,,199.753,179.583,9.509,76551868
AT11,2012,36.5,37.9,61.7,56.2,282,1252,1013,589,1310,1434,124,254,1264,652,358,1453,1623,170,6444,191567.6,2025771,1663401.1,546091.6,1930037.8,2401753.4,471715.6,523115.8,2749710.6,1156542.2,1070052.6,1976563.8,2327037.8,350474,10241932,17698,1797,1152,1095,82530,67828,2581,997,1731,720,2551,1882,3.51,16.66,10.15,,6.51,,71.48,6.19,3.13,1.44,38.63,2.1,1.5,35.55,3.09,2.33,78,134.3,285782,5.1,3669,,7258.26,11466415,25400,25800,,9.9,18.8,67.2,13.9,25.1,,,,660.69,2617668,9159.67,,,21,,,,,584.8,364.65,374.52,,,,,,,,,4.9,530.82,931.83,,7.2,-4,80.6,48.8,,2020,10.7,,64.7,,,,,,63229875
AT11,2013,37.6,37.9,61.2,56,219,1342,1049,622,1293,1422,128,285,1326,668,373,1473,1648,175,6578,196510,2016387.1,1664254.5,534528.5,1944264.3,2421347.6,477083.3,520605.3,2811134.8,1185480.1,1105049.4,2012788.5,2364621.6,351833.1,10344529.5,18395,1877,1175,1130,78643,61300,2492,770,1627,512,2429,1756,3.94,16.59,10.2,,6.39,,65.7,6.14,3.17,1.33,30.9,2.07,1.38,38.33,3.09,2.15,78.2,133.9,286691,,3780,4103834,7404.83,11594282.1,25800,26100,15.8,10.2,18.5,65.6,15.8,26.4,,0.3,,643.48,2549486,8892.8,,,21,,,79.29,71.27,593.32,369.08,377.98,0.89,0.29,1.173,0.767,1.723,0.929,,,8.37,536.47,931.67,,6.4,-3.9,81.1,49.4,,1940,9.6,,63.9,,,234.908,207.572,10.569,77153401
AT11,2014,36.9,38.3,60.9,56.4,220,1345,1068,623,1358,1503,145,297,1424,717,411,1505,1685,179,6799,198066.1,2068169.3,1732817.3,534821.7,1992314,2476946.8,484632.8,542444.3,2892495.9,1204044.1,1146007.5,2049841.7,2408708,358866.3,10579207.7,17994,1821,1179,1057,78389,61551,2500,878,1602,495,2180,1793,-2.18,16.67,10.12,,6.55,,60.19,5.87,3.19,1.37,35.12,2.04,1.36,21.58,2.78,2.06,78.5,133.4,287416,,3780,4103834,7647.68,11867202.4,26600,26700,25.7,10.1,16.8,57.5,25.7,32.7,,0.4,,660.14,2617465,9106.89,,,21,,,81.76,76.09,590.25,369.76,377.58,,,,,,,,,3.48,515.63,836.42,2.6,6.8,-3.5,81.4,50.1,,2022,9.8,3.3,64,19,9.1,,,,59743525
AT11,2015,39,38.4,60.7,57,262,1388,1074,636,1437,1600,163,306,1487,761,420,1597,1787,190,7160,197471.1,2197554.6,1870221.2,547844.4,2075664.6,2580170.5,504505.9,552324,2992339.2,1233912.8,1206102.4,2085558.9,2455343.2,369784.3,10970723.2,18379,1839,1343,1111,80662,63317,2664,980,1840,564,2187,1661,2.14,17.31,10.01,,7.31,,61.83,6.04,3.3,1.45,36.79,2.28,1.37,31.67,2.71,1.97,79,132.9,288356,5.1,3780,4103834,8061.08,12308193.2,27900,27600,28.5,10.3,15.3,56.2,28.5,34.1,,0.4,,661.27,2621950,8935.43,,,21,,,,,585.82,381.69,387.32,0.99,0.3,,,,,,,8.67,456.73,803.52,2.4,12.8,-3.6,81.2,51,,2041,9.3,,64.1,19.8,11.7,276.495,237.921,,-23549006
AT11,2016,37.8,38.6,60.8,57.9,231,1409,1116,704,1482,1646,164,313,1556,805,439,1647,1844,197,7391,197698.7,2252167.7,1930088.5,562796.5,2135625.8,2659700.7,524074.9,545011.3,3067999.1,1264687,1258300.8,2141139,2516491.5,375352.5,11256854.1,18396,1750,1294,1102,81318,63775,2428,806,1834,630,2303,1578,0.09,16.55,9.51,,7.03,,58.71,5.99,2.99,1.39,33.2,2.26,1.42,45.94,2.83,2.09,79.4,133.3,291011,,3780,4103834,8320.75,12638272.4,28500,28300,27.9,10.8,16.5,55.7,27.9,33.5,,0.4,,702.47,2785313,9492.16,,,21,,,82.54,77.21,598.77,394.64,397.97,,,,,,,,,7.9,517.16,846.7,2.7,6.3,-3.1,81.4,51.7,,2022,8.2,,64.5,21.8,12.7,,,,28074316
AT11,2017,40.6,38.6,61.8,58.7,307,1440,1143,681,1518,1669,151,338,1645,856,450,1698,1909,210,7651,219043,2335973.5,2004405.1,590803.2,2245161.1,2797764,552602.9,540012.9,3176545.4,1304752.1,1331780.4,2213958.6,2603450.2,389491.6,11723579.2,18382,1556,1225,1062,82418,64860,2266,834,1748,589,2513,1516,-0.08,15.13,8.46,100,6.66,100,58.32,5.78,2.75,1.46,36.8,2.12,1.43,65.77,3.05,2.37,79.7,135.4,291942,,3780,4103834,8610.36,13169370.9,29500,29500,28,11.5,14.8,57.2,28,34.9,,0.4,,701.4,2781046,9477.62,,,21,,,85.86,82.54,617.86,404.52,407.1,0.85,0.36,0.868,0.452,1.4,0.665,0.801242,0.141545,4.45,431.94,757.34,,6.5,-3.9,81.5,52.4,,2327,9.5,,65.2,21.3,13.1,254.818,221.904,,24558350
AT11,2018,38.1,38.7,62,59.5,291,1445,1145,733,1557,1718,161,348,1692,890,454,1765,1987,222,7867,215504.4,2400892.5,2057244.7,627889.8,2314304.3,2903789.9,589485.6,553162,3299603.2,1340681.3,1405759.9,2281939.5,2680747.5,398808,12128427.3,18562,1487,1132,1113,83937,66175,2148,799,1530,434,2083,1637,0.98,14.11,8.01,100,6.1,100,60.52,6,2.56,1.44,37.2,1.82,1.35,27.24,2.48,1.87,77.5,136.3,292675,5.3,3780,4104251,8832.27,13628646.5,30100,30400,28.4,11,15.1,56.5,28.4,35,,0.5,,689.3,2732386,9311.79,,,21,,,89.85,82.7,603.89,418.49,420.06,,,,,,,,,10.59,289.06,677.89,2.9,6.3,-3.7,81.5,53.3,,2321,10.4,3.7,64.7,21.8,11.8,,,,30190124
AT11,2019,38.2,39.1,61.9,60,258,1488,1161,766,1588,1750,162,353,1761,928,480,1826,2058,232,8082,221260.2,2464426.2,2102373.8,666587.5,2406351.6,3038727.3,632375.7,560460.2,3404954.3,1389378.8,1455115.3,2368448.7,2779767.3,411318.6,12575722.8,18539,1252,1281,1071,84733,66986,1716,591,1762,535,2076,1573,-0.12,13.66,6.75,100,6.91,100,61.2,5.78,2.03,1.37,34.44,2.08,1.38,31.98,2.45,1.94,77.8,136.4,293433,,3780,4104251,9066.41,14122772.4,30800,31600,30.7,10.6,15.1,54.2,30.7,36.8,,0.5,,708.29,2807665,9568.33,,,21.16,,,87.71,78.39,587.21,433.43,434.45,0.87,0.38,,,,,,,6.82,316.26,714.3,2.7,7.4,-3.9,81.9,54,,2448,10.2,,64.2,,,273.221,222.674,,36621588
AT11,2020,41.6,40.1,61.5,59,286,1372,1048,772,1471,1632,161,344,1753,947,462,1847,2041,194,7856,215914.6,2337963.1,1980278,659344.2,2152065.1,2801289.6,649224.5,571343.1,3368633.2,1399155.3,1398134.8,2410658.6,2765748.7,355090.1,12148893.6,18728,1292,,965,82945,64303,1744,535,,,2139,1501,1.02,,6.9,100,,,62.02,5.15,2.1,1.35,30.68,,,42.5,2.58,2.22,77.8,136.4,294436,,3780,4104251,8773.9,13578815.3,29700,30400,33.1,9.3,13.2,53.7,33.1,38.9,,0.5,,502.22,1990790,6761.37,,,21.16,,,87.19,83.06,574.48,439.67,441.86,,,,,,,,,6.45,267.29,463.26,2.3,10.2,-4.8,81.8,54.7,,2501,7.7,,64.2,,,,,,28324164
AT11,2021,42.7,40.7,61.1,59.5,342,1407,1060,858,1620,1821,202,371,1825,945,509,1954,2171,217,8424,231498.5,2580964.8,2188227.3,713602.5,2415746.6,3139927.8,724181.2,602453.8,3588399.4,1444595.5,1541350.1,2550307.5,2922974.8,372667.3,13177367.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1,137.1,296010,,3780,4103987,9439.31,14792278.1,31800,33200,31.4,11.4,13,55.7,31.4,37.6,,0.6,,551.49,2186092,7385.2,,,21.16,,,92.86,85.96,549.53,447.44,,0.84,0.34,0.949,0.852,1.117,0.773,0.990161,1.18742,3.72,187.49,377.01,,9.9,-4.6,81.4,55.6,,2975,8.2,3.1,64.4,21.3,9.9,268.062,211.854,17.543,38760134
AT11,2022,43.8,40.8,62.1,60.8,387,1591,1094,962,1807,2010,204,419,2017,1024,574,2049,2277,228,9243,270451.1,2916978.2,2402236.5,780425.6,2803699.4,3569361.1,765661.7,639229.8,3848628.9,1523495.4,1685903.7,2682717.5,3111434.5,428717,14497279.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2,140.5,297583,5.6,3780,4103987,10316.95,16169785.3,34400,36000,31.4,12,13.4,55.1,31.4,37.9,,0.7,31.3,658.46,2610132,8771.11,,,21.16,,,90.47,85.01,529.7,447.54,,,,,,,,,,3.02,290.68,601.85,2.6,17.4,-5.1,81.4,56.6,,3126,7.3,3.1,64.9,10.6,6.5,,,,41847739
AT11,2023,43.7,41.3,61.9,61.3,359,1708,1133,1002,1916,2118,202,496,2203,1092,615,2228,2482,253,9872,279967.5,3126964.5,2526469.9,872786.8,2914786.1,3736636.1,821850,711318.1,4203665.9,1674467,1817880.8,2852457.9,3318264.1,465806.2,15538284.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,140.8,301250,,3780,4103987,10992.74,17257484,36500,38100,33.2,14,12.8,54,33.2,39,,0.8,,717.03,2842291,9434.99,,,21.16,,,93.66,89.06,539.46,465.52,,,0.32,,,,,,,6.64,422.57,742.24,2.5,7.2,-4.9,82.1,57.7,,3033,7.2,3.4,65.3,14.6,8.9,283.1,223.871,17.132,
AT11,2024,44.4,41.5,61.9,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.2,301951,,3783,4101431,,,,,34.7,14.2,11.8,53.6,34.7,40.2,,,37.1,752.71,2983732,9881.51,,,,,,93.19,89.56,,494.12,,,,0.928,0.686,1.367,0.6,0.837699,1.03163,,,,2.4,,,,58.8,,,6.1,3,65.1,12.8,6.4,,,,
AT12,2000,25.3,,61,,1118,8908,7681,2381,6885,7267,383,1038,4687,2279,1371,4949,5639,690,29999,171655.8,1582051.8,1370710,400625.6,1356089.3,1678752.1,322662.8,332830.4,1725476.9,698742,693904.5,1265039.2,1499709.3,234670.1,7058271.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2,698.9,1535083,,18925.1,,33639.67,7884970.7,21900,18400,,7.8,23.8,63.1,13,19.8,8.4,,,270,5170345,3368,,,17,,,,,624.01,289.65,316.08,,,,,,,,,,,,,4,-1.2,77.8,50.1,1.2,8462,,,63.6,,,,,,32390008
AT12,2001,27.3,,60.7,,1206,8670,7480,2307,7048,7487,439,986,4812,2407,1419,5115,5835,720,30317,182185.6,1630263.6,1409723.8,421848.6,1438295.8,1793056.3,354760.5,344027,1810186.2,732678.6,733480.6,1327339,1572384.1,245045.1,7409924.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,696.9,1539416,,18925.1,,33936.33,8260284.9,22000,19200,,7.6,21.6,65.1,13.3,20,10.5,,,266,5097074,,,,17,,,,,621.33,303.3,329.95,,,,,,,,,,,,,4.4,-1,78.5,49.8,0.8,8334,,,62.7,,,,,,33596648
AT12,2002,27.8,27.4,61,54.5,1149,8346,7205,2311,7434,7911,477,989,5049,2533,1528,5264,5965,701,30732,175442.2,1651344.6,1420419.2,438206.4,1487059.3,1865139.6,378080.3,357046.4,1889271.4,773479.2,758745.8,1402695.7,1658257.1,255561.4,7677661.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7,700.9,1544667,,18928.6,,34465,8559614,22300,19900,,7.2,20.1,66.2,13.8,21.1,8.6,,,256,4918884,3184,11911,124,17,,,,,612.03,317.07,343.83,,,,,,,,,,,,,4,-1,78.4,49.5,0.8,7913,,,64,,,184.407,171.346,8.685,31839354
AT12,2003,28,28,62.1,54.7,1079,8324,7176,2415,7652,8125,472,1025,5403,2707,1670,5402,6141,739,31486,174078.3,1658593.1,1422989.1,456597.2,1526502,1903430.9,376928.9,381494.3,1970064.3,805432.9,783137.1,1459272.7,1721247.4,261974.7,7884011.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1,719.8,1549269,,18928.6,,35260.37,8792709.3,22700,20300,,8.7,18.9,68.5,12.6,20.8,7.9,,,264,5059092,3265,12709,127,17,,,,,609.64,327.92,354.15,,,,,,,,,,,,,6.5,-1.4,78.3,49.2,0.8,8560,,,64.7,,,,,,44702211
AT12,2004,29.2,30.5,59.8,54.7,1150,9140,7523,2585,8046,8532,486,1056,5850,3004,1790,5623,6412,789,33669,183063,1725032.5,1471371.9,484533.7,1586407,1984780.3,398373.3,413080.9,2069925.4,847629.2,809215.3,1517035,1790969.7,273934.7,8238304.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,694.6,1557291,,18928.6,,37800.34,9195744.5,24200,21200,,11.2,19.3,63.4,17.3,26.9,8.3,,,,5271669,3385,14711,158,17,,,,,617.99,343.6,368.75,,,,,,,,,,,,,8.2,-0.7,78.7,49,1.4,8857,,,62.7,,,209.738,194.649,9.468,41731899
AT12,2005,30.7,30.7,60.8,55.2,901,9417,7707,2645,8423,8919,497,1084,6461,3375,2002,5713,6556,844,34901,167801.8,1779425.9,1509374,514550.8,1652549.3,2060101.6,407552.3,431530.1,2188303.4,901101.7,855671.6,1582121.4,1868895.8,286774.4,8579079.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,717.7,1568949,,18925.6,,39284.73,9600083.4,25000,22000,,12.8,18.6,64.3,17.1,26.3,9.5,,,275.28,5281556,3366.3,15802,180,17,,,,,623.05,355.88,379.11,,,,,,,,,,,,,8.2,-0.9,79.1,49.8,1.3,9111,13.4,,63.8,,,,,,50068979
AT12,2006,29.8,31,61.8,56.2,996,9945,8143,2735,9012,9517,505,1193,6774,3458,2123,6088,6926,838,36894,167181.8,1884349.2,1592398.3,565409.1,1727892.4,2155640,427747.6,451645.4,2336673.1,973082,911945.7,1647178.8,1948246.7,301067.9,9057499.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,734.8,1580501,,18925.6,,41374.73,10160793.1,26100,23200,,12.1,18.6,66.3,15.1,25.3,9.7,,,285.89,5485264,3470.59,16808,202,17,,,,,630.74,367.08,388.63,,,,,,,,,,,,,5.7,-0.6,79.7,50.5,1.3,9275,12.2,,64.7,,,292.015,265.641,16.893,39642414
AT12,2007,29.2,31.2,63,57.2,1224,10676,8823,2858,9797,10296,499,1312,7229,3594,2323,6259,7146,888,39430,182870.4,1997359.3,1696626.2,607416.4,1836283.5,2288824.7,452541.2,478027.9,2512316.4,1047601.7,986686.8,1715235.1,2030211,314975.9,9618998.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1,754.7,1588567,,18925.6,,44227.36,10788346.2,27800,24600,,11.8,18.9,66.1,15,24.4,8.5,,,298.18,5721002,3601.36,18719,205,17,,,,,654.41,375.43,395.91,,,,,,,,,,,,,5.4,-1.1,79.9,51,1.2,10284,12.5,,65.6,,,324.107,294.613,19.222,146205509
AT12,2008,31,,64,57.7,1240,10683,8596,3066,10169,10708,539,1387,7721,3679,2655,6637,7590,953,41008,182084.2,2022298.7,1688420.6,634467.9,1912624.2,2377738.9,465114.7,477784,2613973.8,1095427.2,1040762.6,1808723.3,2139527.5,330804.2,9970090.9,88432,9541,4745,5008,526833,453518,14247,5753,8035,3744,8506,4855,,16.15,10.79,,5.37,,,5.66,2.7,1.49,40.38,1.53,1.69,75.2,1.61,1.7,84.5,772,1595503,,18929.1,,45957,11136839.3,28700,25300,,12.3,17.1,66.9,16.1,25.5,9.5,,,307.6,5901719,3698.97,19687,201,17,,,,,663.47,392,411.57,,,,,,,,,16.48,1011.84,1274.96,,5.6,-1,80,50.9,1.1,11612,11.9,,66.4,,,,,,144711774
AT12,2009,37.5,36.4,62.9,56.6,1026,9897,7833,3080,10011,10556,544,1246,7555,3783,2526,7024,8001,977,40114,158700.3,1787344.2,1465702.5,595854.9,1832708.9,2285096,452387.1,492255.1,2543247.6,1067233.5,983759,1863513.9,2196069.2,332555.3,9566312.1,92159,8435,5103,5091,529891,453545,12520,5175,8010,3423,8309,4424,4.21,14.69,9.15,,5.54,,,5.52,2.36,1.48,41.33,1.51,1.57,87.82,1.57,1.63,84.8,763,1602958,3.8,18929.1,,45066.42,10650843.1,28100,24100,,12,16.2,66.2,17.6,27.4,7.8,,,303.02,5813863,3626.96,18045,198,17,,,,,665.44,400.29,419.34,,,,,,,,,16.84,1014.13,1276.83,,3.3,-1.4,80.1,50.9,1.1,11229,10,,66,,,371.576,323.899,23.434,170940507
AT12,2010,38.2,37.2,63.4,56.3,1205,9891,7800,2944,10292,10834,542,1191,7865,4001,2672,7234,8252,1018,40992,177448.5,1934259.7,1589018,565317.2,1865422.5,2319678.3,454255.8,514123.1,2634242.7,1100950.9,1019168.7,1918110.7,2257421.3,339310.6,9888367.6,95912,8854,6006,5292,538634,459213,12996,5251,9216,3943,12305,8940,4.07,15.49,9.23,,6.26,,,5.52,2.41,1.47,40.4,1.71,1.53,37.64,2.28,2.33,85,772.4,1605897,,18921,,46074.28,11047423,28700,25000,,12.3,15.6,66.5,17.9,27.4,5.7,,,305.52,5861712,3650.12,19617.02,231.76,19,,,,,678.79,410.6,429.44,,,1.272,1.257,1.256,1.174,,,14.14,790.34,1156.24,,3.3,-1.1,80.5,50.9,0.9,10512,9.9,,66,,,,,,144737323
